Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_002444445.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CFSAN049229,99.45,0,3077760,0,0,2,0,0,0,0,1,0,0,0,0
GCA_003190045.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes LM-F-47,99.45,0.82,2993375,0,0,2,0,0,0,0,1,0,0,0,0
GCA_009788675.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes ICDC-LM3078,99.45,0,2919316,0,0,2,0,0,0,0,1,0,0,0,0
GCA_900637785.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes NCTC7973,99.45,0.27,2908293,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002530505.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CFSAN046084,99.45,0.27,2958548,0,0,2,0,0,0,0,1,0,0,0,0
GCA_022507805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 1;1995,99.45,0.27,3096247,0,0,2,0,0,0,0,1,0,0,0,0
GCA_022096195.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 1;1504,99.45,0.27,2961498,0,0,2,0,0,0,0,1,0,0,0,0
GCA_022507865.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 2191;2,99.45,0.27,2965350,0,0,2,0,0,0,0,1,0,0,0,0
GCA_018279465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes Rev2,99.18,0.55,2944137,0,0,2,0,0,0,0,0,0,0,0,0
GCA_021197155.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes D118L,99.45,0,2923622,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002878715.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes W1041,99.45,0.27,3026663,0,0,2,0,0,0,0,1,0,0,0,0
GCA_017571395.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 3443,99.45,0,2924382,0,0,2,0,0,0,0,1,0,0,0,0
GCA_009788155.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes ICDC-LM497,99.45,0,2973130,0,0,2,0,0,0,0,1,0,0,0,0
GCA_017589775.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes N20-767,99.45,0,2879415,0,0,2,0,0,0,0,1,0,0,0,0
GCA_000318055.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes LL195,99.45,0,2904662,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002916015.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CDPHFDLB-F15M02768,99.45,0.96,2971624,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014228935.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0181,99.45,0,2845264,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014226355.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0920,99.45,2.49,2972756,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015277245.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0276,99.45,0.55,2866423,0,0,2,0,0,0,0,0,0,0,0,0
GCA_015275625.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-1027,99.45,1.1,3036952,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015697685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri Sr73,99.45,0,2927941,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014225675.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1053,99.45,0.55,2834893,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014228925.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0179,99.45,0,2953590,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014227365.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0579,99.45,0,2807551,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015276235.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0607,99.45,0.55,2846881,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014225545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1133,99.45,0.55,3006157,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014228805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0199,99.45,0.55,2872071,0,0,2,0,0,0,0,1,0,0,0,0
GCA_001939275.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri BCW_4759,99.45,0,2897810,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492265.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T0_I_2E6_Lsp1,99.45,0,2981971,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014224415.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1363,99.45,0.55,2911054,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015275765.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0993,99.45,0,2838443,0,0,2,0,0,0,0,1,0,0,0,0
GCA_016881645.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri Ls13-004,99.45,0,2856395,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492125.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T1_G_1E24_Lsp1,99.45,0,2982080,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014226345.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0922,99.45,0,2815987,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492065.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T4_E_1E24-Lm3,99.45,0,2982303,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014228965.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0177,99.45,0,2891049,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015276705.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0520,99.45,0.55,2903033,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014227205.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0679,99.45,0,2907393,0,0,2,0,0,0,0,2,0,0,0,0
GCA_015275535.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-1178,99.45,0,2818264,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492145.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T1_C_1E24-Lsp1,99.45,0,2982724,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492305.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T0_F_2E6_Lsp2,99.45,0,2959835,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036492205.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri T0_J_1E24_Lsp2,99.45,0,2959194,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014322475.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1081,99.45,0,2806881,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015276685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0528,99.45,0,2838322,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014322545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1072,99.45,0,2836200,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014322725.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0844,99.45,0.55,2910523,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014322465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1087,99.45,0,2806636,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014322425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1574,99.45,0.55,2974940,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014223715.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1560,99.45,0,2900540,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014224465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1348,99.45,0,2827400,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014228795.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-0198,99.45,0,2902493,0,0,2,0,0,0,0,1,0,0,0,0
GCA_015276555.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL W9-0546,99.45,0,2817919,0,0,2,0,0,0,0,1,0,0,0,0
GCA_014223285.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria seeligeri,Listeria seeligeri FSL L7-1639,99.45,0.55,2892288,0,0,2,0,0,0,0,1,0,0,0,0
GCA_036348215.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis 101,99.34,1.88,4837819,0,0,0,0,0,0,1,0,0,1,0,0
GCA_013112215.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis L2,99.34,0.33,4701708,0,0,0,0,0,0,1,0,0,1,0,0
GCA_036894365.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis Y5S-8,99.34,1.21,4678900,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900110175.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis SG45,99.34,0.99,4773303,0,0,0,0,0,0,1,0,0,1,0,0
GCA_038630755.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis FSL K6-1151,99.34,1.21,4643390,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900113785.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis SG53,99.34,0.33,4718225,0,0,0,0,0,0,1,0,0,1,0,0
GCA_001482485.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis F5,99.34,0.55,4573644,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900102355.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis LD79,99.34,0.99,4775123,0,0,0,0,0,0,1,0,0,1,0,0
GCA_035621715.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis TZA38,99.34,1.66,4607073,0,0,0,0,0,0,1,0,0,1,0,0
GCA_025291695.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis BHI1-bin.5,98.01,0.33,4518253,0,0,0,0,0,0,1,0,0,1,0,0
GCA_038630385.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis FSL L8-0126,99.34,1.21,4696392,0,0,0,0,0,0,1,0,0,1,0,0
GCA_028464895.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis T2,99.34,1.32,4693524,0,0,0,0,0,0,1,0,0,1,0,0
GCA_024733495.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis SC117,99.34,0.33,4809961,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900101005.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis SG8,99.34,0.33,4715237,0,0,0,0,0,0,1,0,0,1,0,0
GCA_022347025.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis ACRRR,99.34,0.33,4564883,0,0,0,0,0,0,1,0,0,1,0,0
GCA_038000315.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis FSL W8-0953,99.34,1.21,4857801,0,0,0,0,0,0,1,0,0,1,0,0
GCA_008795865.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis ATCC 55673,99.34,0.33,4615850,0,0,0,0,0,0,1,0,0,1,0,0
GCA_036222605.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis NRS-339,99.34,0.33,4806593,0,0,0,0,0,0,1,0,0,1,0,0
GCA_021341755.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis Au-Lys23,99.34,0.33,4618112,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900104275.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis BC-14,99.34,0.33,4718637,0,0,0,0,0,0,1,0,0,1,0,0
GCA_038593415.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis FSL W7-1291,99.34,1.21,4560935,0,0,0,0,0,0,1,0,0,1,0,0
GCA_002845985.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis Juneja,99.34,1.21,4579812,0,0,0,0,0,0,1,0,0,1,0,0
GCA_007923505.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis Cu1-5,99.34,0.33,4514433,0,0,0,0,0,0,1,0,0,1,0,0
GCA_038630885.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis FSL K6-0057,99.34,0.88,5056798,0,0,0,0,0,0,1,0,0,1,0,0
GCA_015161405.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis S4C11,99.34,0.33,5154758,0,0,0,0,0,0,1,0,0,1,0,0
GCA_900116165.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis SG55,99.34,1.21,4588079,0,0,0,0,0,0,1,0,0,1,0,0
GCA_016925635.1,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis NEB1292,99.34,0.55,5011085,0,0,0,0,0,0,1,0,0,1,0,0
GCA_015235615.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus 3_3BalbC2O2_S3,99.45,2.5,2889488,0,0,0,0,1,0,0,0,0,2,3,0
GCA_021045205.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus MEZML27,97.88,1.66,2601974,0,0,0,0,1,0,0,0,0,2,3,0
GCA_029962085.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus PVZ.22,99.45,1.66,2802282,0,0,0,0,1,0,0,0,0,2,3,0
GCA_034043375.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus Dog127_L,99.45,1.66,2824450,0,0,0,0,1,0,0,0,0,2,3,0
GCA_003512865.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus UBA10719,99.45,1.1,2506242,0,0,0,0,1,0,0,0,0,2,3,0
GCA_014070215.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus H29,99.45,1.66,2874659,0,0,0,0,1,0,0,0,0,2,3,0
GCA_021045135.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus MEZML62,98.34,1.1,2657364,0,0,0,0,1,0,0,0,0,2,3,0
GCA_030012945.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus 7046,99.45,1.1,2650752,0,0,0,0,1,0,0,0,0,2,3,0
GCA_001651345.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus MF1767,99.45,1.66,2697194,0,0,0,0,1,0,0,0,0,2,3,0
GCA_041226285.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus 4-132,99.45,1.66,2667890,0,0,0,0,1,0,0,0,0,2,3,0
GCA_019280685.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus G10,99.45,1.66,2795675,0,0,0,0,1,0,0,0,0,2,3,0
GCA_001651255.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus MF1862,99.45,3.87,2644425,0,0,0,0,1,0,0,0,0,2,3,0
GCA_900458735.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus lentus,Mammaliicoccus lentus NCTC12102,99.45,1.1,2593150,0,0,0,0,1,0,0,0,0,2,3,0
GCA_000638495.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri C0673,99.45,2.39,2864511,0,0,0,0,0,0,0,0,0,2,3,0
GCA_035781455.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 228,99.45,2.39,2765776,0,0,0,0,0,0,0,0,0,2,3,0
GCA_035779995.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Ms-347,99.45,2.95,2771124,0,0,0,0,0,0,0,0,0,2,3,0
GCA_035792155.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Gar CS 16,99.45,2.39,2734150,0,0,0,0,0,0,0,0,0,2,3,0
GCA_035796595.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Ngtc NS 12,99.45,2.95,2776820,0,0,0,0,0,0,0,0,0,2,3,0
GCA_025561085.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri IVB6230,99.45,2.95,2875181,0,0,0,0,0,0,1,0,0,2,3,0
GCA_031847095.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri ST260,99.45,2.39,2850124,0,0,0,0,0,0,1,0,0,2,3,0
GCA_041023045.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 643-1,98.9,3.96,3052930,0,0,0,0,0,0,0,0,0,2,3,0
GCA_034042755.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Dog029_2,99.45,2.39,2726655,0,0,0,0,0,0,0,0,0,2,3,0
GCA_022809985.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri SSC-7107_A,99.45,2.95,2825423,0,0,0,0,0,0,1,0,0,2,3,0
GCA_035781575.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 211,99.45,2.76,2813511,0,0,0,0,1,0,0,0,0,2,3,0
GCA_024158905.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri S0631,99.45,2.39,2817931,0,0,0,0,0,0,1,0,0,2,3,0
GCA_026626825.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 3A,97.79,1.84,2576360,0,0,0,0,0,0,0,0,0,2,3,0
GCA_017368535.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 22_11_9_LW,99.45,2.39,2713294,0,0,0,0,0,0,0,0,0,2,3,0
GCA_034042715.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Dog031,99.45,2.39,2834837,0,0,0,0,0,0,0,0,0,2,3,0
GCA_035797885.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Gar CS 25,99.45,2.39,2725568,0,0,0,0,0,0,0,0,0,2,3,0
GCA_004569525.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri BL01,99.45,2.67,2837491,0,0,0,0,0,0,0,0,0,2,3,0
GCA_022810145.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri GDQ20D70P_9,99.45,2.39,2752991,0,0,0,0,0,0,0,0,0,2,3,0
GCA_003042135.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri SNUC 4659,98.71,2.3,2745430,0,0,0,0,0,0,0,0,0,2,3,0
GCA_021460095.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri MIN-177,99.45,3.78,2933003,0,0,0,0,0,0,0,0,0,2,3,0
GCA_041022825.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri 691-1,99.45,3.5,3346238,0,0,0,0,0,0,1,0,0,2,3,0
GCA_003580685.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri SNUC 2430,99.45,3,2664273,0,0,0,0,0,0,1,0,0,2,3,0
GCA_035794395.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,Mammaliicoccus sciuri Sil MILK 1,99.45,2.39,2757911,0,0,0,0,0,0,0,0,0,2,3,0
