Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Sequencing_coverage,Scaffolds_number,Scaffold_N50,Scaffold_L50,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_000977085.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1311,400,17,903706,5,12456997,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977115.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1326,800,17,913940,5,12312011,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977145.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1332,400,17,923089,5,12181640,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977175.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1336,700,17,901186,5,12841487,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977205.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1338,350,17,895119,6,12132484,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977235.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1341,110,17,912304,5,12436177,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977265.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1342,500,16,912252,5,12530871,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977295.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1355,550,17,912538,5,12856669,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977325.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1356,400,17,910189,5,12482980,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977385.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1383,650,17,931094,5,12491797,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977415.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1385,350,16,903329,5,12820825,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977445.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1386,120,17,902760,5,12521562,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977475.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1387,200,16,904346,5,12734565,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977505.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1388,500,16,906116,5,12437993,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977535.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1389,50,16,897207,5,12165534,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977565.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1399,110,16,903451,5,12428217,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977595.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1400,700,17,898273,6,12262079,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977625.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1401,500,17,889931,6,12078914,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977655.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1402,200,16,902709,5,12479845,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977685.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1415,600,17,900580,5,12846152,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977715.4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1417,600,17,895759,5,12617503,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977745.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1418,600,16,907734,5,12364539,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977805.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1433,75,17,910803,5,12436455,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977835.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1434,40,16,912768,5,12464717,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977865.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1439,50,16,922967,5,12837935,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977895.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1443,50,16,892329,6,11958500,1,0,0,1,0,0,0,1,0,0,0,0
GCA_000977925.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1444,50,16,897256,6,12172583,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977955.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1447,80,16,909714,5,12132316,0,0,0,2,0,0,0,1,0,0,0,0
GCA_000977985.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1450,120,17,908914,5,12761867,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978015.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1460,400,16,897146,5,12568682,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978075.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1477,500,17,896592,5,12102610,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978105.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1478,400,17,914917,5,12616200,0,0,0,2,0,0,0,1,0,0,0,0
GCA_000978135.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1479,200,17,909920,5,12330795,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978165.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1526,400,17,911172,5,12439833,0,0,0,2,0,0,0,1,0,0,0,0
GCA_000978195.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1527,100,17,915190,5,12629619,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978225.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1549,300,16,896171,5,13133404,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978255.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1573,180,16,905398,6,12157216,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978285.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1574,400,17,899661,5,12201931,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978315.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1592,50,16,900534,5,12235881,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000978345.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1615,150,17,901735,5,12614330,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975735.4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM189,400,17,896353,5,12176377,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975765.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM193,60,17,934902,5,12915580,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975585.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM195,100,16,916102,5,12663184,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975615.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM244,120,17,906535,5,12773141,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975795.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM248,90,17,907630,6,12021795,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975825.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM270,110,16,913025,5,12278174,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975915.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM326,400,17,907133,5,12252561,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975945.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM428,90,17,910751,5,12177913,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975975.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM450,200,17,914011,5,12295459,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976005.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM451,75,17,895934,5,12061125,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976035.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM453,110,17,911881,5,12623587,1,0,0,2,0,0,0,0,0,0,0,0
GCA_000976065.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM456,190,17,897427,6,12186942,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976095.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM470,180,16,902232,5,12466950,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976125.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM541,100,17,909353,5,12867583,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976215.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM627,40,17,905901,5,12494385,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976245.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM681,40,17,906981,5,12253336,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976275.4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM682,100,17,896702,6,12181614,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976305.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM683,130,16,900521,5,12331954,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976335.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM689,40,16,895385,5,12095863,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976365.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM693,80,16,907430,5,13024758,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976425.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM972,100,17,902781,5,12878163,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976455.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM975,30,17,904046,5,12138942,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976485.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM978,90,17,902126,5,12407694,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976515.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM981,40,17,916198,5,12816154,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976545.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM984,30,17,910820,5,12978882,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976575.4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM987,150,17,912332,5,12891216,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000662435.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM993,180,17,913508,5,12416555,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976665.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM996,180,17,898411,5,12614618,1,0,0,2,0,0,0,1,0,0,0,0
GCA_001298625.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Saccharomyces eubayanus FM1318,681.6,23,896107,6,11548202,1,0,0,2,1,0,0,1,0,0,0,0
GCA_946408725.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Saccharomyces eubayanus UCD646,100,16,914339,6,11980926,1,0,0,3,1,0,0,1,0,0,0,0
GCA_946405395.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Saccharomyces eubayanus UCD650,100,16,916217,6,11937401,1,0,0,3,1,0,0,1,0,0,0,0
GCA_947243775.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,Saccharomyces kudriavzevii IFO1802,100,16,901691,6,11913776,1,0,0,2,0,0,0,1,0,0,0,0
GCA_947243785.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,Saccharomyces kudriavzevii ZP591,100,16,908134,6,11759424,1,0,0,2,1,0,0,1,0,0,0,0
GCA_947241705.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,Saccharomyces mikatae IFO1815,100,16,811203,6,12104871,1,0,1,2,1,0,0,1,0,0,0,0
GCA_002079055.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus,Saccharomyces paradoxus CBS432,112,16,903028,6,12003971,1,0,0,2,0,0,0,1,0,0,0,0
GCA_011022315.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus,Saccharomyces pastorianus CBS 1483,72,31,862309,11,22963002,2,0,0,4,1,0,0,2,0,0,0,0
GCA_027557585.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces uvarum,Saccharomyces uvarum CBS7001,50,16,917875,6,12016916,1,0,0,2,1,0,0,1,0,0,0,0
GCA_947243795.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces uvarum,Saccharomyces uvarum ZP964,100,16,920918,6,11715280,1,0,0,2,1,0,0,1,0,0,0,0
GCA_001907595.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces atroroseus,Talaromyces atroroseus IBT 11181,193,48,1577698,7,30834766,2,4,13,3,12,3,7,15,0,0,0,0
GCA_000985935.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces islandicus,Talaromyces islandicus NA,100,116,2353708,4,33239765,3,5,17,4,24,10,8,13,0,0,0,0
GCA_009650675.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,Talaromyces marneffei 11CN-03-130,175,9,3743714,3,28216733,2,4,11,3,11,4,6,15,0,0,0,0
GCA_046127475.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,Talaromyces marneffei ATCC 18224,408,11,4186281,3,28872128,2,4,11,3,12,4,6,15,0,0,0,0
GCA_009556855.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,Talaromyces marneffei NA,152,8,3704010,3,28198338,2,4,10,3,12,4,6,15,0,0,0,0
GCA_011392495.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces pinophilus,Talaromyces pinophilus AR155,100,18,3337104,5,36260717,3,4,24,5,33,9,7,10,0,0,0,0
GCA_021365285.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces proteolyticus,Talaromyces proteolyticus PMI_201,234.87,30,2609059,6,37611490,4,4,12,5,27,7,9,19,0,0,0,0
GCA_013368755.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces rugulosus,Talaromyces rugulosus W13939,526,6,5896210,3,35758560,3,5,13,4,24,10,9,10,0,0,0,0
GCA_022606155.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes elegans,Trametes elegans CIRM-BRFM 1122,97,94,721796,13,33812861,1,4,10,5,9,11,5,7,9,0,0,0
GCA_022606055.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa,Trametes gibbosa CIRM-BRFM 1770,76.67,103,576393,18,33109328,1,4,9,6,7,10,6,7,8,0,0,0
GCA_022606215.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes maxima,Trametes maxima CIRM-BRFM 1813,137.24,53,1843168,8,36566397,2,5,8,6,10,12,6,7,7,0,0,0
GCA_022606255.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes meyenii,Trametes meyenii CIRM-BRFM 1810,159.21,24,1958456,6,35370798,2,5,9,6,10,13,6,7,9,0,0,0
GCA_022606195.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes polyzona,Trametes polyzona CIRM-BRFM 1798,155.07,33,2286399,6,34431392,1,4,9,6,10,12,6,7,6,0,0,0
GCA_025528855.1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes punicea,Trametes punicea CIRM-BRFM 1868,97,105,792098,12,30261980,1,4,9,6,8,9,6,7,8,0,0,0
GCA_020647865.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,Trichoderma asperellum FT101,59.1,7,5512738,3,37545380,2,3,16,7,24,5,6,18,0,0,0,0
GCA_013423425.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,Trichoderma asperellum IC-1,163.8,72,2555590,6,36058895,2,1,15,6,22,3,6,16,0,0,0,0
GCA_020647795.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,Trichoderma atroviride P1,153,7,5658044,3,37300646,2,2,13,7,23,4,6,21,0,0,0,0
GCA_028502605.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma breve,Trichoderma breve T069,83,9,6210652,3,38609973,1,1,13,7,26,4,6,18,0,0,0,0
GCA_020631695.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma cornu-damae,Trichoderma cornu-damae KA19-0412C,98.23,59,6501942,3,38595405,1,1,8,4,5,1,4,10,0,0,0,0
GCA_001481775.2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gamsii,Trichoderma gamsii T6085,50,172,697391,18,37907810,2,2,14,6,24,5,6,18,0,0,0,0
GCA_004382785.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma ghanense,Trichoderma ghanense CCMA-1212,125,50,1865108,6,31627153,1,1,10,6,19,3,6,10,0,0,0,0
GCA_020002365.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gracile,Trichoderma gracile HK011-1,80,10,4108754,4,34062918,1,1,12,6,20,3,6,16,0,0,0,0
GCA_033847385.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma harzianum,Trichoderma harzianum CBS 354.33,122,124,2296050,6,38389086,1,1,14,7,25,4,7,19,0,0,0,0
GCA_025502635.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma harzianum,Trichoderma harzianum PAR3,350,112,1757915,8,40741375,1,1,14,7,24,4,6,22,0,0,0,0
GCA_011066345.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma lentiforme,Trichoderma lentiforme CFAM-422,120,47,1332095,11,38284471,1,1,14,7,25,4,6,18,0,0,0,0
GCA_003025155.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma longibrachiatum,Trichoderma longibrachiatum ATCC 18648,104.2,130,1606350,7,31192646,1,1,11,4,17,3,6,12,0,0,0,0
GCA_050703535.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma pleuroticola,Trichoderma pleuroticola CBS 121217,117.452,78,1905640,8,40716729,1,1,14,7,24,4,6,20,0,0,0,0
GCA_000513815.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma reesei,Trichoderma reesei RUT C-30,47.6,177,1023047,10,32500589,1,1,11,6,19,3,6,13,0,0,0,0
GCA_020045945.2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma semiorbis,Trichoderma semiorbis FJ059,105,7,6906462,3,42023549,1,1,15,8,20,3,10,15,0,0,0,0
GCA_019565615.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma simmonsii,Trichoderma simmonsii GH-Sj1,374,7,6451197,3,40078385,1,1,14,9,25,4,8,16,0,0,0,0
GCA_030708095.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma sp.,Trichoderma sp. CBMAI-0020,229,14,3146023,5,36411897,2,2,13,6,23,3,6,18,0,0,0,0
