ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_002148095.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4R1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002576655.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS048789,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567875.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS066710,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560645.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS022658,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002576375.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS043555,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002577025.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS043063,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035815215.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-932,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559875.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS026926,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002563275.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS020128,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568515.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS066836,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002550915.1,99.34,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS090355,0,1,0,0,0,0,0,1,0,2,3,0
GCA_014236635.1,99.34,0.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis SFC 500-1E,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002566325.1,99.34,0.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS082247,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034045075.1,99.34,0.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CFBP9014,0,1,0,0,0,0,0,1,0,2,3,0
GCA_019837425.1,99.34,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis 6YEL31,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002998815.1,99.34,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis NMTD81,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002578625.1,99.34,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS038158,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566555.1,99.34,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS077661,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009799785.1,99.34,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis BV-17,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002561985.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS015120,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000341665.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis IS5056,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552055.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS097065,0,1,1,0,0,0,0,1,0,2,3,0
GCA_035817115.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-770,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034317685.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SS4,0,1,1,0,1,0,0,1,0,2,3,0
GCA_009647255.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 4A2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_031337245.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis S1307,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002550955.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS089732,0,1,0,0,0,0,0,1,0,2,3,0
GCA_015845085.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis G25-85,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036218945.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis B-4553,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002562625.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS008260,0,1,0,0,0,0,0,1,0,2,3,0
GCA_018221535.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis UMAF8564,0,1,0,0,0,0,0,1,0,2,3,0
GCA_015844945.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis G25-76,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035726645.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-727,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035815935.1,99.34,0.11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-875,0,1,0,0,0,0,0,1,0,2,3,0
GCA_012395425.1,99.34,0.12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis P5,0,1,0,0,0,0,0,1,0,2,0,0
GCA_002561645.1,99.34,0.12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS011848,0,1,0,0,0,0,0,1,0,2,3,0
GCA_900108905.1,99.34,0.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis DAR 81934,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002555205.1,99.34,0.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS012491,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002574695.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS057784,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002220285.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis FORC_047,0,1,0,0,0,0,0,1,0,2,0,0
GCA_002569895.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS074602,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002570155.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS072190,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002555225.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS013932,0,1,1,0,0,0,0,1,0,2,3,0
GCA_005217125.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis !175,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030588215.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis S3580-1,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002574325.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS056615,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036903495.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_mobilis,Bacillus mobilis,Bacillus mobilis Z018,0,0,0,0,0,0,0,1,0,2,0,0
GCA_002581325.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS049861,0,1,1,0,0,0,0,1,0,2,6,0
GCA_002581955.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS041274,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002570385.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS070352,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002555845.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS006579,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002586085.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS030866,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002580365.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS050801,0,1,1,0,0,0,0,1,0,2,3,0
GCA_020145025.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis S2160-1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030167055.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis Puebla_S2,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002556775.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS027674,0,1,1,0,0,0,0,1,0,2,3,0
GCA_027711625.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis BY112LC,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002553055.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS096410,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001182785.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HS18-1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002556325.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS000087,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002556265.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS000753,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002570345.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS070615,0,1,1,0,0,0,0,1,0,2,3,0
GCA_001044875.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis RIVM BC 964,0,1,0,0,0,0,0,1,0,2,3,0
GCA_005217245.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis I189,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552775.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS089729,0,1,1,0,0,0,0,1,0,2,3,0
GCA_000291095.1,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis HuB4-10,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002073415.2,99.34,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis FDAARGOS_235,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002565385.1,99.34,0.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS084862,0,1,0,0,0,0,0,1,0,2,3,0
GCA_025630655.1,99.34,0.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SRCM116511,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002583895.1,99.34,0.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS036350,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571115.1,99.34,0.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS063640,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560465.1,99.34,0.19,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS023506,0,1,0,0,0,0,0,1,0,2,3,0
GCA_900176845.1,99.34,0.19,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_mobilis,Bacillus mobilis,Bacillus mobilis 16-00185,0,1,1,0,0,0,0,1,0,2,3,0
GCA_009497015.2,99.34,0.19,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SB1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568175.1,99.34,0.19,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS067634,0,1,0,0,0,0,0,1,0,2,3,0
GCA_007829695.1,99.34,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AK8,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002148015.1,99.34,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4BS1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002998875.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis NMTD92,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002582445.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS037284,0,1,0,0,0,0,0,1,0,2,3,0
GCA_004330305.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis MS735,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002552405.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS094802,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002550975.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS089688,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002569835.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS075404,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002553415.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS089278,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002579895.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS053584,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002555765.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS009314,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002550925.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS091045,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002571195.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS060154,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030347945.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis Bc-5,0,1,1,0,0,0,0,1,0,2,3,0
GCA_013303085.1,99.34,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis XIN-YC13,0,1,1,0,0,0,0,1,0,2,3,0
GCA_029537435.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis SIBC12A,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002564505.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS088016,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036350635.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis GS1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008682265.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 370a,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008923595.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH370b_12T,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571305.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS059039,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009646905.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 4H5,0,1,0,0,0,0,0,1,0,2,3,0
GCA_018906155.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis 4HC1,0,1,1,0,0,0,0,1,0,2,3,0
GCA_008923675.1,99.34,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH311b_11T,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002580725.1,99.34,0.24,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS047230,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002578165.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS039774,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567275.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_mobilis,Bacillus mobilis,Bacillus mobilis AFS071554,0,1,1,0,0,0,0,1,0,2,3,0
GCA_001757775.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis GOE7,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002551725.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS099364,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002569525.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS081053,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002552415.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS094706,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002551805.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS098336,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575365.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS052676,0,1,0,0,0,0,0,1,0,2,3,0
GCA_039749635.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis CAR-10,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002575925.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS047635,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002589255.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS031162,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002558595.1,99.34,0.25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS005011,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483455.1,99.34,0.26,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis N18,0,1,1,0,0,0,0,1,0,2,3,0
